,src,nei,d,d_est,d_err_absolute,d_err_relative
12833,DB:27,DC:19,8.546589963254352,8.5018358,0.04475416325435155,0.005236493554361436
12834,DB:27,DC:19,8.546589963254352,8.5281763,0.018413663254351675,0.002154504116088443
12835,DB:27,DC:19,8.546589963254352,8.5370588,0.009531163254351327,0.00111520071693273
12836,DB:27,DC:19,8.546589963254352,8.5232181,0.023371863254352476,0.002734641927931335
12837,DB:27,DC:19,8.546589963254352,8.5112619,0.03532806325435267,0.004133585840229139
12838,DB:27,DC:19,8.546589963254352,8.5338831,0.01270686325435122,0.0014867758145627392
12839,DB:27,DC:19,8.546589963254352,8.5159902,0.030599763254352652,0.003580347645776251
12840,DB:27,DC:19,8.546589963254352,8.5298576,0.016732363254352123,0.0019577823817794123
12841,DB:27,DC:19,8.546589963254352,8.5164318,0.030158163254352388,0.003528677915287377
12842,DB:27,DC:19,8.546589963254352,8.5388221,0.007767863254350971,0.0009088845127411659
12843,DB:27,DC:19,8.546589963254352,8.508954,0.03763596325435259,0.00440362336512768
12844,DB:27,DC:19,8.546589963254352,8.5681391,0.021549136745647957,0.002521372481691227
12845,DB:27,DC:19,8.546589963254352,8.5124817,0.034108263254351456,0.003990862250441202
12846,DB:27,DC:19,8.546589963254352,8.5359144,0.010675563254352483,0.0012491020746580271
12847,DB:27,DC:19,8.546589963254352,8.5140972,0.032492763254351686,0.003801839493184152
12848,DB:27,DC:19,8.546589963254352,8.5279274,0.01866256325435245,0.0021836268423536444
12849,DB:27,DC:19,8.546589963254352,8.5288334,0.01775656325435193,0.0020776196507256593
12850,DB:27,DC:19,8.546589963254352,8.503746,0.042843963254352246,0.005012989208392796
12851,DB:27,DC:19,8.546589963254352,8.5453596,0.00123036325435244,0.00014395955107736853
12852,DB:27,DC:19,8.546589963254352,8.4903583,0.05623166325435136,0.0065794268235772006
12853,DB:27,DC:19,8.546589963254352,8.5653219,0.01873193674564888,0.0021917439383644156
12854,DB:27,DC:19,8.546589963254352,8.544631,0.001958963254351076,0.00022920992615458834
12855,DB:27,DC:19,8.546589963254352,8.5318432,0.01474676325435098,0.0017254558037479244
12856,DB:27,DC:19,8.546589963254352,8.5142069,0.03238306325435225,0.003789003964573199
12857,DB:27,DC:19,8.546589963254352,8.5362091,0.01038086325435117,0.0012146204859462297
12858,DB:27,DC:19,8.546589963254352,8.5396347,0.006955263254351252,0.000813805656320833
12859,DB:27,DC:19,8.546589963254352,8.4983644,0.04822556325435201,0.005642667246433429
12860,DB:27,DC:19,8.546589963254352,8.5049658,0.04162416325435103,0.004870265618604859
12861,DB:27,DC:19,8.546589963254352,8.5075874,0.039002563254351585,0.004563523396119529
12862,DB:27,DC:19,8.546589963254352,8.5298033,0.01678666325435252,0.0019641357929333176
12863,DB:27,DC:19,8.546589963254352,8.5296449,0.016945063254352632,0.0019826695006086763
12864,DB:27,DC:19,8.546589963254352,8.5144939,0.0320960632543521,0.003755423319984645
12865,DB:27,DC:19,8.546589963254352,8.5141802,0.03240976325435163,0.003792128017571433
12866,DB:27,DC:19,8.546589963254352,8.5109482,0.0356417632543522,0.004170290537815927
12867,DB:27,DC:19,8.546589963254352,8.4575252,0.08906476325435264,0.01042108766622504
12868,DB:27,DC:19,8.546589963254352,8.4543037,0.0922862632543513,0.010798021626301437
12869,DB:27,DC:19,8.546589963254352,8.4922046,0.05438536325435095,0.006363399143772917
12870,DB:27,DC:19,8.546589963254352,8.4742107,0.0723792632543514,0.008468788553743951
12871,DB:27,DC:19,8.546589963254352,8.4845886,0.06200136325435146,0.007254514785537075
12872,DB:27,DC:19,8.546589963254352,8.5346231,0.011966863254352589,0.0014001915741604003
12873,DB:27,DC:19,8.546589963254352,8.5024814,0.044108563254351196,0.005160954654896727
12874,DB:27,DC:19,8.546589963254352,8.5044489,0.04214106325435196,0.0049307458805834155
12875,DB:27,D4:B6,8.713449374386704,8.7953462,0.08189682561329548,0.009398898426383499
12876,DB:27,D4:B6,8.713449374386704,8.7697344,0.05628502561329718,0.006459557311338462
12877,DB:27,D4:B6,8.713449374386704,8.806158,0.09270862561329629,0.010639715872546926
12878,DB:27,D4:B6,8.713449374386704,8.813322,0.0998726256132958,0.011461893140375918
12879,DB:27,D4:B6,8.713449374386704,8.8195648,0.10611542561329657,0.012178348786328435
12880,DB:27,D4:B6,8.713449374386704,8.8007011,0.08725172561329586,0.010013454128714332
12881,DB:27,D4:B6,8.713449374386704,8.8254442,0.1119948256132961,0.012853098790302992
12882,DB:27,D4:B6,8.713449374386704,8.8304033,0.11695392561329676,0.013422230461002542
12883,DB:27,D4:B6,8.713449374386704,8.8030462,0.08959682561329707,0.010282589794653319
12884,DB:27,D4:B6,8.713449374386704,8.7675361,0.05408672561329553,0.006207269163952929
12885,DB:27,D4:B6,8.713449374386704,8.816101,0.1026516256132961,0.01178082538874236
12886,DB:27,D4:B6,8.713449374386704,8.8001566,0.08670722561329569,0.009950964524815246
12887,DB:27,D4:B6,8.713449374386704,8.8459702,0.13252082561329637,0.015208767494861797
12888,DB:27,D4:B6,8.713449374386704,8.7969064,0.0834570256132956,0.00957795495531524
12889,DB:27,D4:B6,8.713449374386704,8.805603,0.09215362561329599,0.010576021234963819
12890,DB:27,D4:B6,8.713449374386704,8.8191757,0.10572632561329698,0.012133693680952674
12891,DB:27,D4:B6,8.713449374386704,8.8089828,0.09553342561329714,0.010963904363077941
12892,DB:27,D4:B6,8.713449374386704,8.8050213,0.0915719256132963,0.010509262368870032
12893,DB:27,D4:B6,8.713449374386704,8.8076725,0.09422312561329704,0.010813527635825501
12894,DB:27,D4:B6,8.713449374386704,8.7787637,0.06531432561329709,0.007495805944003001
12895,DB:27,D4:B6,8.713449374386704,8.795105,0.08165562561329587,0.00937121708118528
12896,DB:27,D4:B6,8.713449374386704,8.8094253,0.09597592561329549,0.011014687925475065
12897,DB:27,D4:B6,8.713449374386704,8.8160829,0.10263352561329597,0.011778748140201347
12898,DB:27,D4:B6,8.713449374386704,8.7927704,0.07932102561329657,0.009103286448930516
12899,DB:27,D4:B6,8.713449374386704,8.7949123,0.08146292561329638,0.009349101843956044
12900,DB:27,D4:B6,8.713449374386704,8.805871,0.09242162561329614,0.010606778285184132
12901,DB:27,D4:B6,8.713449374386704,8.8192587,0.10580932561329703,0.01214321918531195
12902,DB:27,D4:B6,8.713449374386704,8.820672,0.10722262561329643,0.012305416719178827
12903,DB:27,D4:B6,8.713449374386704,8.825509,0.11205962561329663,0.01286053556961005
